DEPTH_FT,DEPTH_M,RHOB,DT,GR,Sv_psi,Pp_psi,Pp_hydro_psi,Shmin_psi,SHmax_psi,sigma1_psi,sigma2_psi,sigma3_psi,sigma1_eff,sigma2_eff,sigma3_eff,UCS_psi,UCS_MPa,cohesion_psi,friction_angle_deg,poisson,Sv_ppg,Pp_ppg,Shmin_ppg,SHmax_ppg
414.5000,126.3300,2.1464,158.4498,77.1502,374.4330,349.3612,0.1842,360.1062,370.8513,374.4330,370.8513,360.1062,25.0719,21.4902,10.7451,11.3906,0.0785,3.8415,22,0.3000,17.3719,16.2086,16.7072,17.2057
415.0000,126.4900,2.1848,175.0591,71.6702,374.9258,356.1796,0.1844,360.8661,371.4109,374.9258,371.4109,360.8661,18.7463,15.2314,4.6866,4.7838,0.0330,1.3810,30,0.2000,17.3738,16.5051,16.7222,17.2109
416.5000,126.9400,2.3069,81.0835,67.8455,376.3633,188.4065,0.1851,235.3957,341.1214,376.3633,341.1214,235.3957,187.9568,152.7149,46.9892,140.9438,0.9718,40.6870,30,0.2000,17.3776,8.6992,10.8688,15.7504
417.0000,127.1000,2.2348,122.4604,67.2459,376.8801,322.2534,0.1853,335.9101,366.6376,376.8801,366.6376,335.9101,54.6267,44.3842,13.6567,31.7786,0.2191,9.1737,30,0.2000,17.3806,14.8613,15.4911,16.9082
417.5000,127.2500,2.1404,146.6042,65.6475,377.3468,345.4733,0.1855,353.4417,371.3705,377.3468,371.3705,353.4417,31.8735,25.8972,7.9684,13.3247,0.0919,3.8465,30,0.2000,17.3812,15.9131,16.2801,17.1060
418.0000,127.4000,2.0753,102.6861,61.3377,377.7965,284.9444,0.1857,308.1574,360.3867,377.7965,360.3867,308.1574,92.8522,75.4424,23.2130,64.7587,0.4465,18.6942,30,0.2000,17.3811,13.1093,14.1773,16.5802
418.5000,127.5500,2.0860,37.3599,56.0002,378.2404,0.1302,0.1860,94.6577,307.3448,378.2404,307.3448,94.6577,378.1103,307.2146,94.5276,435.1140,3.0000,125.6066,30,0.2000,17.3808,0.0060,4.3497,14.1230
419.0000,127.7000,2.1109,56.9676,54.4019,378.6881,0.1303,0.1862,94.7698,307.7085,378.6881,307.7085,94.7698,378.5578,307.5782,94.6395,335.8061,2.3153,96.9389,30,0.2000,17.3806,0.0060,4.3496,14.1228
419.5000,127.8600,2.1197,35.5299,53.0034,379.1695,0.1305,0.1864,94.8902,308.0997,379.1695,308.0997,94.8902,379.0390,307.9692,94.7598,435.1140,3.0000,125.6066,30,0.2000,17.3819,0.0060,4.3500,14.1239
432.0000,131.6700,2.1480,34.4303,61.2237,390.7331,0.1344,0.1920,97.7840,317.4958,390.7331,317.4958,97.7840,390.5987,317.3614,97.6497,435.1140,3.0000,125.6066,30,0.2000,17.3937,0.0060,4.3529,14.1335
450.5000,137.3100,2.1175,31.8236,46.3528,407.8419,0.1401,0.2002,102.0656,331.3978,407.8419,331.3978,102.0656,407.7018,331.2577,101.9254,435.1140,3.0000,125.6066,30,0.2000,17.4098,0.0060,4.3569,14.1466
451.0000,137.4600,2.1144,93.7134,47.1520,408.2933,277.4684,0.2004,310.1746,383.7637,408.2933,383.7637,310.1746,130.8249,106.2953,32.7062,89.4505,0.6167,25.8221,30,0.2000,17.4097,11.8313,13.2259,16.3638
455.0000,138.6800,2.1183,135.8602,36.8483,411.9657,368.6915,0.2022,379.5101,403.8518,411.9657,403.8518,379.5101,43.2742,35.1603,10.8186,19.6171,0.1353,5.6630,30,0.2000,17.4119,15.5829,16.0402,17.0690
456.0000,138.9800,2.0816,160.8401,34.6048,412.8618,386.7313,0.2026,393.2639,407.9623,412.8618,407.9623,393.2639,26.1305,21.2310,6.5326,7.9815,0.0550,2.3041,30,0.2000,17.4115,16.3095,16.5850,17.2049
456.5000,139.1300,2.0898,99.3343,35.0933,413.3068,302.2767,0.2028,330.0342,392.4886,413.3068,392.4886,330.0342,111.0300,90.2119,27.7575,73.0638,0.5038,21.0917,30,0.2000,17.4112,12.7339,13.9032,16.5342
457.0000,139.2900,2.1031,75.3004,38.0904,413.7839,158.6386,0.2031,222.4249,365.9441,413.7839,365.9441,222.4249,255.1453,207.3056,63.7863,173.5652,1.1967,50.1039,30,0.2000,17.4122,6.6756,9.3597,15.3991
457.5000,139.4400,2.1065,38.2997,37.0514,414.2329,0.1423,0.2033,103.6650,336.5909,414.2329,336.5909,103.6650,414.0906,336.4486,103.5227,435.1140,3.0000,125.6066,30,0.2000,17.4121,0.0060,4.3575,14.1484
470.0000,143.2500,2.2024,40.9071,62.8790,425.9081,0.1462,0.2088,106.5867,346.0777,425.9081,346.0777,106.5867,425.7619,345.9315,106.4405,435.1140,3.0000,125.6066,30,0.2000,17.4267,0.0060,4.3612,14.1603
485.0000,147.8200,2.1700,74.9713,86.3695,440.1185,167.2568,0.2155,284.1975,401.1383,440.1185,401.1383,284.1975,272.8618,233.8815,116.9408,102.0435,0.7036,34.4146,22,0.3000,17.4512,6.6319,11.2687,15.9056
485.5000,147.9700,2.1849,36.4489,86.6551,440.5831,0.1510,0.2157,188.9076,377.6642,440.5831,377.6642,188.9076,440.4321,377.5132,188.7566,435.1140,3.0000,146.7440,22,0.3000,17.4516,0.0060,7.4827,14.9594
486.0000,148.1300,2.2058,34.0484,88.4528,441.0827,0.1512,0.2160,189.1218,378.0925,441.0827,378.0925,189.1218,440.9315,377.9413,188.9707,435.1140,3.0000,146.7440,22,0.3000,17.4534,0.0060,7.4835,14.9609
488.0000,148.7400,2.2212,131.1899,79.2623,443.0032,391.7872,0.2168,413.7369,435.6866,443.0032,435.6866,413.7369,51.2159,43.8994,21.9497,19.8052,0.1366,6.6794,22,0.3000,17.4576,15.4393,16.3043,17.1692
488.5000,148.8900,2.2157,145.3358,75.2665,443.4765,405.7721,0.2171,421.9311,438.0901,443.4765,438.0901,421.9311,37.7044,32.3181,16.1590,14.6715,0.1012,4.9480,22,0.3000,17.4583,15.9740,16.6102,17.2463
490.5000,149.5000,2.3681,194.8641,68.1879,445.4650,423.1918,0.2180,428.7601,441.2888,445.4650,441.2888,428.7601,22.2733,18.0970,5.5683,2.3449,0.0162,0.6769,30,0.2000,17.4651,16.5919,16.8102,17.3014
491.0000,149.6500,2.3488,165.4119,66.3900,445.9682,420.2675,0.2182,426.6927,441.1493,445.9682,441.1493,426.6927,25.7007,20.8818,6.4252,6.7703,0.0467,1.9544,30,0.2000,17.4670,16.4604,16.7121,17.2783
491.5000,149.8000,2.2985,107.2139,75.0666,446.4639,351.9895,0.2184,392.4785,432.9676,446.4639,432.9676,392.4785,94.4744,80.9781,40.4890,35.7760,0.2467,12.0656,22,0.3000,17.4687,13.7722,15.3564,16.9406
492.0000,149.9500,2.2223,106.9094,81.0607,446.9462,351.5724,0.2186,392.4469,433.3214,446.9462,433.3214,392.4469,95.3738,81.7489,40.8745,36.0754,0.2487,12.1666,22,0.3000,17.4698,13.7419,15.3395,16.9372
492.5000,150.1100,2.1998,72.3326,91.4500,447.4494,139.1992,0.2188,271.3064,403.4136,447.4494,403.4136,271.3064,308.2501,264.2144,132.1072,113.3388,0.7814,38.2240,22,0.3000,17.4717,5.4353,10.5938,15.7522
493.0000,150.2600,2.2045,43.9257,91.2217,447.9192,0.1533,0.2191,192.0530,383.9526,447.9192,383.9526,192.0530,447.7658,383.7993,191.8996,435.1140,3.0000,146.7440,22,0.3000,17.4723,0.0060,7.4915,14.9771
525.0000,160.0100,2.2131,45.6175,80.3185,478.5503,0.1633,0.2333,205.1863,410.2093,478.5503,410.2093,205.1863,478.3870,410.0460,205.0230,435.1140,3.0000,146.7440,22,0.3000,17.5293,0.0060,7.5160,15.0260
525.5000,160.1600,2.1949,101.7673,80.0906,479.0205,361.5996,0.2335,411.9228,462.2461,479.0205,462.2461,411.9228,117.4210,100.6465,50.3233,41.6807,0.2874,14.0570,22,0.3000,17.5298,13.2328,15.0744,16.9160
526.0000,160.3200,2.1906,162.3051,77.4930,479.5195,450.5484,0.2337,462.9646,475.3808,479.5195,475.3808,462.9646,28.9712,24.8324,12.4162,10.6158,0.0732,3.5802,22,0.3000,17.5314,16.4722,16.9262,17.3801
526.5000,160.4700,2.2280,137.7624,80.7751,479.9909,432.5735,0.2339,452.8952,473.2170,479.9909,473.2170,452.8952,47.4174,40.6435,20.3217,17.1623,0.1183,5.7880,22,0.3000,17.5320,15.8000,16.5423,17.2846
528.0000,160.9300,2.3122,129.1441,70.5286,481.4762,423.7638,0.2346,438.1919,470.6551,481.4762,470.6551,438.1919,57.7123,46.8913,14.4281,24.9826,0.1722,7.2119,30,0.2000,17.5363,15.4343,15.9598,17.1422
529.0000,161.2300,2.2008,135.7730,74.7241,482.4390,432.6882,0.2351,445.1259,473.1107,482.4390,473.1107,445.1259,49.7508,40.4225,12.4377,19.6788,0.1357,5.6808,30,0.2000,17.5381,15.7295,16.1817,17.1990
530.0000,161.5400,2.1461,82.3637,77.0074,483.3973,260.1558,0.2355,355.8307,451.5057,483.3973,451.5057,355.8307,223.2415,191.3499,95.6749,77.4679,0.5341,26.1264,22,0.3000,17.5398,9.4396,12.9111,16.3826
530.5000,161.6900,2.1495,42.1048,79.5190,483.8556,0.1650,0.2357,207.4610,414.7569,483.8556,414.7569,207.4610,483.6906,414.5919,207.2960,435.1140,3.0000,146.7440,22,0.3000,17.5399,0.0060,7.5205,15.0351
563.5000,171.7500,2.2748,175.0796,86.7691,515.5085,489.7331,0.2504,500.7797,511.8263,515.5085,511.8263,500.7797,25.7754,22.0932,11.0466,8.5025,0.0586,2.8675,22,0.3000,17.5929,16.7133,17.0903,17.4673
564.0000,171.9000,2.2834,182.2648,95.3321,515.9948,490.1950,0.2506,501.2521,512.3091,515.9948,512.3091,501.2521,25.7997,22.1141,11.0570,7.5573,0.0521,2.5487,22,0.3000,17.5939,16.7142,17.0912,17.4683
565.5000,172.3600,2.4042,31.6068,72.4976,517.5283,0.1759,0.2513,129.5140,420.5247,517.5283,420.5247,129.5140,517.3524,420.3488,129.3381,435.1140,3.0000,125.6066,30,0.2000,17.5994,0.0060,4.4043,14.3006
566.0000,172.5100,2.3656,122.5267,80.2900,518.0371,446.0851,0.2515,476.9216,507.7582,518.0371,507.7582,476.9216,71.9520,61.6731,30.8366,24.1942,0.1668,8.1596,22,0.3000,17.6012,15.1565,16.2042,17.2519
566.5000,172.6600,2.2935,191.1362,92.0778,518.5341,492.6074,0.2517,503.7188,514.8303,518.5341,514.8303,503.7188,25.9267,22.2229,11.1114,6.5750,0.0453,2.2174,22,0.3000,17.6025,16.7224,17.0996,17.4768
567.0000,172.8100,2.2338,185.8087,93.6764,519.0170,493.0662,0.2519,504.1880,515.3098,519.0170,515.3098,504.1880,25.9509,22.2436,11.1218,7.1427,0.0492,2.4089,22,0.3000,17.6033,16.7232,17.1004,17.4776
567.5000,172.9700,2.2051,71.2045,86.6833,519.5221,152.0058,0.2522,309.5128,467.0198,519.5221,467.0198,309.5128,367.5163,315.0140,157.5070,118.6809,0.8183,40.0256,22,0.3000,17.6050,5.1510,10.4884,15.8258
568.0000,173.1200,2.2047,37.1812,81.2889,519.9925,0.1767,0.2524,222.9549,445.7331,519.9925,445.7331,222.9549,519.8159,445.5565,222.7782,435.1140,3.0000,146.7440,22,0.3000,17.6054,0.0060,7.5486,15.0912
573.0000,174.6400,2.2371,55.8215,80.0329,524.7940,0.1782,0.2546,225.0136,449.8489,524.7940,449.8489,225.0136,524.6158,449.6707,224.8353,242.1582,1.6696,81.6689,22,0.3000,17.6129,0.0060,7.5518,15.0976
594.0000,181.0400,2.2397,39.8041,79.6619,545.1700,0.1848,0.2639,233.7499,467.3150,545.1700,467.3150,233.7499,544.9853,467.1302,233.5651,435.1140,3.0000,146.7440,22,0.3000,17.6499,0.0060,7.5677,15.1293
598.5000,182.4100,2.2262,40.6854,81.5743,549.5212,0.1862,0.2659,235.6154,471.0447,549.5212,471.0447,235.6154,549.3350,470.8586,235.4293,435.1140,3.0000,146.7440,22,0.3000,17.6570,0.0060,7.5707,15.1354
599.0000,182.5700,2.2556,193.6564,81.5740,550.0311,522.5296,0.2662,534.3159,546.1023,550.0311,546.1023,534.3159,27.5016,23.5728,11.7864,6.3274,0.0436,2.1339,22,0.3000,17.6586,16.7757,17.1541,17.5325
601.0000,183.1800,2.3191,139.2585,72.2982,552.0157,500.2936,0.2671,513.2241,542.3178,552.0157,542.3178,513.2241,51.7221,42.0242,12.9305,17.3581,0.1197,5.0109,30,0.2000,17.6634,16.0084,16.4221,17.3531
601.5000,183.3300,2.2593,85.5101,78.0922,552.5041,328.9342,0.2673,424.7499,520.5655,552.5041,520.5655,424.7499,223.5698,191.6313,95.8156,69.4091,0.4786,23.4085,22,0.3000,17.6643,10.5165,13.5798,16.6432
602.0000,183.4800,2.2012,123.4371,80.8897,552.9799,478.6023,0.2675,510.4784,542.3545,552.9799,542.3545,510.4784,74.3776,63.7523,31.8761,23.6751,0.1632,7.9845,22,0.3000,17.6648,15.2889,16.3071,17.3254
602.5000,183.6300,2.1721,160.5811,88.4243,553.4464,519.6397,0.2677,534.1283,548.6169,553.4464,548.6169,534.1283,33.8067,28.9772,14.4886,10.9532,0.0755,3.6940,22,0.3000,17.6651,16.5860,17.0485,17.5109
603.0000,183.7900,2.1636,57.2954,86.2269,553.9398,0.1876,0.2679,237.5099,474.8323,553.9398,474.8323,237.5099,553.7522,474.6448,237.3224,224.3555,1.5469,75.6649,22,0.3000,17.6661,0.0060,7.5746,15.1433
603.5000,183.9400,2.1548,39.5953,87.2258,554.4004,0.1877,0.2682,237.7075,475.2272,554.4004,475.2272,237.7075,554.2127,475.0395,237.5197,435.1140,3.0000,146.7440,22,0.3000,17.6662,0.0060,7.5746,15.1433
604.0000,184.0900,2.1425,35.7174,81.5176,554.8589,0.1879,0.2684,237.9040,475.6201,554.8589,475.6201,237.9040,554.6710,475.4323,237.7161,435.1140,3.0000,146.7440,22,0.3000,17.6662,0.0060,7.5746,15.1433
609.5000,185.7700,2.2141,31.6205,90.3367,560.0640,0.1896,0.2708,240.1357,480.0819,560.0640,480.0819,240.1357,559.8744,479.8923,239.9462,435.1140,3.0000,146.7440,22,0.3000,17.6710,0.0060,7.5767,15.1474
610.0000,185.9200,2.2134,30.0376,87.1401,560.5363,0.1897,0.2711,240.3382,480.4868,560.5363,480.4868,240.3382,560.3465,480.2970,240.1485,435.1140,3.0000,146.7440,22,0.3000,17.6714,0.0060,7.5769,15.1478
610.5000,186.0700,2.2021,35.1796,86.9401,561.0073,0.1899,0.2713,240.5402,480.8905,561.0073,480.8905,240.5402,560.8174,480.7006,240.3503,435.1140,3.0000,146.7440,22,0.3000,17.6717,0.0060,7.5770,15.1481
611.0000,186.2200,2.1931,31.0724,85.5702,561.4761,0.1900,0.2715,240.7412,481.2924,561.4761,481.2924,240.7412,561.2861,481.1024,240.5512,435.1140,3.0000,146.7440,22,0.3000,17.6720,0.0060,7.5772,15.1483
613.5000,186.9900,2.2353,40.8621,83.1154,563.9011,0.1908,0.2726,241.7810,483.3711,563.9011,483.3711,241.7810,563.7103,483.1803,241.5901,435.1140,3.0000,146.7440,22,0.3000,17.6760,0.0060,7.5789,15.1517
622.5000,189.7300,2.2078,51.7489,85.0851,572.5589,0.1936,0.2766,245.4930,490.7925,572.5589,490.7925,245.4930,572.3653,490.5988,245.2994,302.3412,2.0846,101.9659,22,0.3000,17.6879,0.0060,7.5840,15.1620
633.5000,193.0800,2.2049,69.4397,79.7477,583.0718,146.3524,0.2815,333.5179,520.6833,583.0718,520.6833,333.5179,436.7194,374.3309,187.1654,127.7370,0.8807,43.0798,22,0.3000,17.7000,4.4427,10.1244,15.8061
634.0000,193.2300,2.2038,145.1650,78.3779,583.5421,535.7088,0.2817,556.2088,576.7088,583.5421,576.7088,556.2088,47.8333,41.0000,20.5000,14.7222,0.1015,4.9651,22,0.3000,17.7003,16.2494,16.8712,17.4930
634.5000,193.3900,2.2047,116.4279,79.1766,584.0437,491.2628,0.2819,531.0261,570.7893,584.0437,570.7893,531.0261,92.7809,79.5265,39.7632,28.0983,0.1937,9.4763,22,0.3000,17.7015,14.8895,16.0946,17.2998
635.0000,193.5400,2.2169,44.0172,80.3755,584.5154,0.1975,0.2822,250.6195,501.0414,584.5154,501.0414,250.6195,584.3179,500.8439,250.4220,435.1140,3.0000,146.7440,22,0.3000,17.7019,0.0060,7.5899,15.1739
635.5000,193.6900,2.2209,45.4440,80.3753,584.9888,0.1977,0.2824,250.8224,501.4472,584.9888,501.4472,250.8224,584.7911,501.2495,250.6248,435.1140,3.0000,146.7440,22,0.3000,17.7023,0.0060,7.5901,15.1742
636.0000,193.8400,2.2270,63.6108,81.1750,585.4633,15.4144,0.2826,259.7211,504.0277,585.4633,504.0277,259.7211,570.0489,488.6133,244.3067,165.1514,1.1387,55.6980,22,0.3000,17.7027,0.4661,7.8532,15.2403
636.5000,194.0000,2.2330,91.4463,82.9728,585.9708,393.9612,0.2828,476.2510,558.5408,585.9708,558.5408,476.2510,192.0095,164.5796,82.2898,57.0179,0.3931,19.2295,22,0.3000,17.7041,11.9029,14.3891,16.8754
637.0000,194.1500,2.2401,66.0545,84.3430,586.4479,76.6387,0.2830,295.1284,513.6181,586.4479,513.6181,295.1284,509.8092,436.9793,218.4897,147.8814,1.0196,49.8736,22,0.3000,17.7046,2.3137,8.9098,15.5059
637.5000,194.3000,2.2750,148.6507,82.3446,586.9296,542.1675,0.2833,561.3512,580.5350,586.9296,580.5350,561.3512,44.7621,38.3675,19.1838,13.7334,0.0947,4.6317,22,0.3000,17.7053,16.3550,16.9337,17.5124
639.5000,194.9100,2.3813,135.4130,90.9648,588.9495,529.5636,0.2842,555.0147,580.4658,588.9495,580.4658,555.0147,59.3859,50.9022,25.4511,18.0494,0.1244,6.0872,22,0.3000,17.7106,15.9248,16.6902,17.4555
640.0000,195.0600,2.3603,72.0492,98.5572,589.4554,194.9161,0.2844,364.0043,533.0926,589.4554,533.0926,364.0043,394.5393,338.1765,169.0883,114.6500,0.7905,38.6662,22,0.3000,17.7120,5.8569,10.9376,16.0184
640.5000,195.2100,2.3199,132.4445,89.3664,589.9546,526.3946,0.2846,553.6346,580.8746,589.9546,580.8746,553.6346,63.5600,54.4800,27.2400,19.2605,0.1328,6.4957,22,0.3000,17.7132,15.8048,16.6227,17.4405
641.0000,195.3700,2.3020,39.5189,86.6263,590.4805,0.1994,0.2848,253.1770,506.1547,590.4805,506.1547,253.1770,590.2812,505.9553,252.9776,435.1140,3.0000,146.7440,22,0.3000,17.7151,0.0060,7.5956,15.1852
641.5000,195.5200,2.2897,34.0283,84.6284,590.9704,0.1995,0.2850,253.3870,506.5745,590.9704,506.5745,253.3870,590.7708,506.3750,253.1875,435.1140,3.0000,146.7440,22,0.3000,17.7160,0.0060,7.5960,15.1860
647.0000,197.2000,2.2542,32.2630,86.8833,596.3992,0.2012,0.2875,255.7147,511.2281,596.3992,511.2281,255.7147,596.1980,511.0268,255.5134,435.1140,3.0000,146.7440,22,0.3000,17.7268,0.0060,7.6006,15.1952
648.5000,197.6500,2.2215,40.7425,87.5393,597.8316,0.2017,0.2882,256.3288,512.4559,597.8316,512.4559,256.3288,597.6299,512.2542,256.1271,435.1140,3.0000,146.7440,22,0.3000,17.7282,0.0060,7.6012,15.1965
655.5000,199.7900,2.2875,33.6699,88.3104,604.6938,0.2039,0.2913,259.2710,518.3381,604.6938,518.3381,259.2710,604.4899,518.1342,259.0671,435.1140,3.0000,146.7440,22,0.3000,17.7402,0.0060,7.6064,15.2068
656.0000,199.9400,2.2765,33.6602,81.5172,605.1807,0.2040,0.2915,259.4797,518.7554,605.1807,518.7554,259.4797,604.9766,518.5514,259.2757,435.1140,3.0000,146.7440,22,0.3000,17.7410,0.0060,7.6067,15.2074
656.5000,200.0900,2.2821,89.7536,81.5175,605.6670,396.9141,0.2917,486.3796,575.8451,605.6670,575.8451,486.3796,208.7528,178.9310,89.4655,60.2262,0.4152,20.3116,22,0.3000,17.7417,11.6268,14.2475,16.8682
657.0000,200.2400,2.2711,54.4798,77.5210,606.1527,0.2043,0.2919,259.8965,519.5886,606.1527,519.5886,259.8965,605.9483,519.3843,259.6921,260.0504,1.7930,87.7031,22,0.3000,17.7424,0.0060,7.6073,15.2087
661.0000,201.4600,2.2757,50.8893,75.2663,610.0976,0.2056,0.2937,261.5879,522.9702,610.0976,522.9702,261.5879,609.8920,522.7646,261.3823,317.5500,2.1894,107.0951,22,0.3000,17.7498,0.0060,7.6105,15.2150
661.5000,201.6200,2.2748,31.0688,76.5223,610.6154,0.2058,0.2939,261.8099,523.4140,610.6154,523.4140,261.8099,610.4096,523.2082,261.6041,435.1140,3.0000,146.7440,22,0.3000,17.7515,0.0060,7.6112,15.2164
668.0000,203.6000,2.2383,33.4714,77.4644,616.9703,0.2078,0.2968,264.5346,528.8614,616.9703,528.8614,264.5346,616.7625,528.6536,264.3268,435.1140,3.0000,146.7440,22,0.3000,17.7617,0.0060,7.6156,15.2252
668.5000,203.7500,2.2397,57.4507,84.0580,617.4480,0.2079,0.2970,264.7394,529.2709,617.4480,529.2709,264.7394,617.2401,529.0629,264.5315,222.5832,1.5347,75.0671,22,0.3000,17.7622,0.0060,7.6158,15.2256
670.0000,204.2100,2.2252,33.0847,76.7221,618.9086,0.2084,0.2977,265.3656,530.5229,618.9086,530.5229,265.3656,618.7002,530.3145,265.1572,435.1140,3.0000,146.7440,22,0.3000,17.7643,0.0060,7.6167,15.2274
670.5000,204.3600,2.2294,35.3869,80.3187,619.3838,0.2086,0.2979,265.5694,530.9302,619.3838,530.9302,265.5694,619.1753,530.7217,265.3608,435.1140,3.0000,146.7440,22,0.3000,17.7647,0.0060,7.6169,15.2277
671.0000,204.5100,2.2360,62.3749,81.2324,619.8602,0.2087,0.2982,265.7736,531.3385,619.8602,531.3385,265.7736,619.6515,531.1298,265.5649,174.9237,1.2061,58.9938,22,0.3000,17.7651,0.0060,7.6170,15.2281
671.5000,204.6600,2.2514,98.9936,79.4340,620.3389,461.6420,0.2984,529.6549,597.6679,620.3389,597.6679,529.6549,158.6969,136.0259,68.0130,45.1959,0.3116,15.2425,22,0.3000,17.7656,13.2207,15.1685,17.1163
672.0000,204.8200,2.2557,32.9895,76.8364,620.8517,0.2090,0.2986,266.1988,532.1885,620.8517,532.1885,266.1988,620.6427,531.9795,265.9897,435.1140,3.0000,146.7440,22,0.3000,17.7670,0.0060,7.6179,15.2298
672.5000,204.9700,2.2702,106.5252,71.5843,621.3345,493.8053,0.2988,525.6876,597.4228,621.3345,597.4228,525.6876,127.5292,103.6175,31.8823,56.3995,0.3889,16.2811,30,0.2000,17.7676,14.1208,15.0325,17.0839
674.5000,205.5800,2.3182,154.0076,73.2684,623.3250,581.0104,0.2997,591.5891,615.3910,623.3250,615.3910,591.5891,42.3146,34.3806,10.5786,10.2072,0.0704,2.9466,30,0.2000,17.7717,16.5653,16.8669,17.5455
675.0000,205.7300,2.2582,127.6678,77.2645,623.8132,549.4852,0.2999,581.3400,613.1949,623.8132,613.1949,581.3400,74.3281,63.7098,31.8549,21.4491,0.1479,7.2338,22,0.3000,17.7725,15.6548,16.5624,17.4699
675.5000,205.8800,2.2005,43.9531,82.2593,624.2888,0.2101,0.3002,267.6724,535.1347,624.2888,535.1347,267.6724,624.0787,534.9246,267.4623,435.1140,3.0000,146.7440,22,0.3000,17.7728,0.0060,7.6204,15.2347
676.5000,206.1900,2.1789,67.7793,88.9667,625.2543,127.5992,0.3006,340.8800,554.1608,625.2543,554.1608,340.8800,497.6551,426.5615,213.2808,137.1239,0.9454,46.2456,22,0.3000,17.7740,3.6272,9.6901,15.7530
677.0000,206.3400,2.1837,68.9650,84.5714,625.7197,153.0075,0.3008,355.5985,558.1894,625.7197,558.1894,355.5985,472.7122,405.1819,202.5909,130.3303,0.8986,43.9545,22,0.3000,17.7741,4.3463,10.1011,15.8559
677.5000,206.4900,2.1837,73.3679,84.5712,626.1856,233.3343,0.3010,401.6991,570.0640,626.1856,570.0640,401.6991,392.8513,336.7297,168.3649,108.7163,0.7496,36.6650,22,0.3000,17.7742,6.6232,11.4022,16.1812
678.0000,206.6400,2.1811,38.1739,82.2879,626.6512,0.2109,0.3013,268.6853,537.1597,626.6512,537.1597,268.6853,626.4403,536.9489,268.4744,435.1140,3.0000,146.7440,22,0.3000,17.7743,0.0060,7.6210,15.2360
683.0000,208.1700,2.2193,33.2705,86.2553,631.4392,0.2124,0.3035,270.7382,541.2640,631.4392,541.2640,270.7382,631.2268,541.0515,270.5258,435.1140,3.0000,146.7440,22,0.3000,17.7790,0.0060,7.6230,15.2400
683.5000,208.3200,2.2170,49.4801,83.8576,631.9125,0.2126,0.3037,270.9411,541.6696,631.9125,541.6696,270.9411,631.6999,541.4570,270.7285,344.7832,2.3772,116.2796,22,0.3000,17.7793,0.0060,7.6231,15.2403
684.0000,208.4700,2.2046,61.7280,84.2571,632.3842,0.2127,0.3039,271.1434,542.0740,632.3842,542.0740,271.1434,632.1714,541.8612,270.9306,180.3494,1.2435,60.8236,22,0.3000,17.7796,0.0060,7.6232,15.2405
684.5000,208.6300,2.2035,54.4227,79.7187,632.8857,0.2129,0.3042,271.3584,542.5039,632.8857,542.5039,271.3584,632.6728,542.2910,271.1455,260.8507,1.7985,87.9730,22,0.3000,17.7807,0.0060,7.6237,15.2414
685.0000,208.7800,2.2027,45.6150,81.1462,633.3558,0.2131,0.3044,271.5599,542.9068,633.3558,542.9068,271.5599,633.1427,542.6937,271.3469,435.1140,3.0000,146.7440,22,0.3000,17.7809,0.0060,7.6238,15.2416
685.5000,208.9300,2.2063,38.0647,76.1515,633.8261,0.2132,0.3046,271.7616,543.3100,633.8261,543.3100,271.7616,633.6129,543.0968,271.5484,435.1140,3.0000,146.7440,22,0.3000,17.7811,0.0060,7.6239,15.2418
686.0000,209.0800,2.2058,45.5377,75.3524,634.2968,0.2134,0.3048,271.9634,543.7134,634.2968,543.7134,271.9634,634.0834,543.5000,271.7500,435.1140,3.0000,146.7440,22,0.3000,17.7814,0.0060,7.6240,15.2420
686.5000,209.2300,2.2001,34.0679,74.8954,634.7668,0.2135,0.3050,158.8518,515.7880,634.7668,515.7880,158.8518,634.5532,515.5745,158.6383,435.1140,3.0000,125.6066,30,0.2000,17.7816,0.0060,4.4499,14.4487
691.5000,210.7600,2.2495,49.0005,80.4325,639.6083,0.2151,0.3073,274.2408,548.2664,639.6083,548.2664,274.2408,639.3932,548.0513,274.0257,354.7645,2.4460,119.6458,22,0.3000,17.7876,0.0060,7.6267,15.2474
692.0000,210.9100,2.2434,66.3814,78.0352,640.0876,100.0675,0.3075,331.5047,562.9419,640.0876,562.9419,331.5047,540.0200,462.8743,231.4372,145.7577,1.0050,49.1574,22,0.3000,17.7881,2.7809,9.2126,15.6442
692.5000,211.0600,2.2392,52.8791,78.8344,640.5658,0.2154,0.3077,274.6513,549.0871,640.5658,549.0871,274.6513,640.3504,548.8718,274.4359,283.7954,1.9567,95.7112,22,0.3000,17.7886,0.0060,7.6271,15.2482
693.5000,211.3700,2.2112,32.2409,82.2596,641.5469,0.2157,0.3082,275.0719,549.9282,641.5469,549.9282,275.0719,641.3312,549.7125,274.8562,435.1140,3.0000,146.7440,22,0.3000,17.7901,0.0060,7.6278,15.2495
695.5000,211.9800,2.2179,47.6979,88.6528,643.4683,0.2163,0.3090,275.8957,551.5752,643.4683,551.5752,275.8957,643.2520,551.3588,275.6794,383.9059,2.6469,129.4739,22,0.3000,17.7921,0.0060,7.6286,15.2512
709.0000,216.0900,2.2043,53.6273,81.0321,656.3939,0.2205,0.3150,281.4377,562.6549,656.3939,562.6549,281.4377,656.1734,562.4344,281.2172,272.3497,1.8778,91.8511,22,0.3000,17.8039,0.0060,7.6337,15.2613
